City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Guapo,BR,-16.8306,-49.5319,84.2,54,40,6.91,scattered clouds
346,Khandbari,NP,27.3747,87.2039,64.38,16,12,4.94,few clouds
347,Beringovskiy,RU,63.05,179.3167,-12.53,97,22,6.38,few clouds
348,Batagay,RU,67.6333,134.6333,-12.39,99,100,2.98,overcast clouds
349,Nishihara,JP,26.1842,127.7558,66.2,72,75,21.85,broken clouds
350,Tecoanapa,MX,16.5167,-98.75,85.21,50,0,9.06,clear sky
351,Broome,US,42.2506,-75.833,55.99,43,1,6.91,clear sky
352,North Bend,US,43.4065,-124.2243,52.0,93,90,9.22,overcast clouds
353,Vila Velha,BR,-20.3297,-40.2925,82.4,65,20,14.97,few clouds
354,Thetford Mines,CA,46.0913,-71.3013,46.99,48,75,5.75,broken clouds
355,Sorong,ID,-0.8833,131.25,81.79,78,52,5.35,broken clouds
356,Pijijiapan,MX,15.7011,-93.23,93.51,28,1,6.22,clear sky
357,Nanortalik,GL,60.1432,-45.2371,37.49,78,94,11.07,overcast clouds
358,Hirara,JP,24.8,125.2833,67.32,73,95,26.15,overcast clouds
359,The Valley,AI,18.217,-63.0578,84.2,65,20,16.11,few clouds
360,Tempio Pausania,IT,40.8974,9.1035,59.0,55,0,6.91,clear sky
361,Sechura,PE,-5.5569,-80.8222,81.32,59,59,8.72,broken clouds
362,Navirai,BR,-23.065,-54.1906,86.29,41,88,6.85,overcast clouds
363,Longyearbyen,SJ,78.2186,15.6401,26.6,63,75,28.77,snow
364,Lebu,CL,-37.6167,-73.65,62.71,59,0,8.75,clear sky
365,Tuy Hoa,VN,13.0833,109.3,75.43,89,57,2.89,broken clouds
366,Mglin,RU,53.0591,32.8475,38.25,68,56,6.98,broken clouds
367,Collie,AU,-33.3667,116.15,60.01,84,1,1.9,clear sky
368,Carlsbad,US,33.1581,-117.3506,64.99,100,90,3.31,mist
369,Terrace,CA,54.5163,-128.6035,32.0,100,90,3.44,light rain
370,Itarema,BR,-2.9248,-39.9167,84.79,69,100,15.14,overcast clouds
371,Nantucket,US,41.2835,-70.0995,48.0,56,1,12.53,clear sky
372,Bara,NG,10.3744,10.7288,96.8,10,49,7.2,scattered clouds
373,Tongliao,CN,43.6125,122.2653,43.61,24,0,8.3,clear sky
374,Nisia Floresta,BR,-6.0911,-35.2086,86.0,74,40,11.5,scattered clouds
375,Sirjan,IR,29.452,55.6814,64.76,7,96,6.42,overcast clouds
376,Touros,BR,-5.1989,-35.4608,86.0,66,40,18.41,scattered clouds
377,Saltpond,GH,5.2091,-1.0606,83.57,75,36,13.06,scattered clouds
378,Jan Kempdorp,ZA,-27.9225,24.8305,75.24,28,0,9.22,clear sky
379,Sulangan,PH,11.1373,123.7228,81.88,72,62,17.54,broken clouds
380,Karratha,AU,-20.7377,116.8463,83.5,47,2,6.73,clear sky
381,Biak,ID,-0.9131,122.8766,77.49,80,100,4.07,overcast clouds
382,Van,TR,38.4924,43.3831,44.6,61,20,3.44,few clouds
383,Podor,MR,16.6527,-14.9587,107.13,6,59,14.29,broken clouds
384,Paranaiba,BR,-19.6772,-51.1908,93.83,25,99,5.12,overcast clouds
385,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,75.54,95,99,3.69,overcast clouds
386,Beja,TN,36.7256,9.1817,68.0,68,40,9.22,scattered clouds
387,Geraldton,AU,-28.7667,114.6,73.4,83,75,12.66,broken clouds
388,Antofagasta,CL,-23.65,-70.4,73.0,60,0,9.22,clear sky
389,Gusau,NG,12.1628,6.6614,97.16,8,2,6.76,clear sky
390,Flinders,AU,-34.5833,150.8552,64.0,86,1,8.21,clear sky
391,Salalah,OM,17.0151,54.0924,82.4,78,0,3.44,clear sky
392,Bafoulabe,ML,13.8065,-10.8321,106.92,5,41,2.37,scattered clouds
393,Constitucion,CL,-35.3333,-72.4167,63.28,66,28,7.14,scattered clouds
394,Provins,FR,48.5833,3.1667,55.4,50,0,9.22,clear sky
395,Bethanien,NA,-26.502,17.1583,88.5,20,47,12.17,scattered clouds
396,Lukuledi,TZ,-10.5667,38.8,72.23,96,99,3.04,overcast clouds
397,Puerto Baquerizo Moreno,EC,-0.9,-89.6,80.6,83,20,4.61,few clouds
398,Tsabong,BW,-26.0217,22.401,84.25,22,0,7.52,clear sky
399,Belmonte,BR,-15.8631,-38.8828,87.8,70,75,3.44,light rain
400,Kharan,PK,28.5833,65.4167,86.61,13,48,5.08,scattered clouds
401,Shakawe,BW,-18.3667,21.85,75.65,41,2,4.83,clear sky
402,Guerrero Negro,MX,27.9769,-114.0611,66.18,65,2,12.73,clear sky
403,Takhtamygda,RU,54.1,123.5667,23.29,93,98,2.64,overcast clouds
404,Marawi,PH,7.9986,124.2928,67.62,94,99,0.43,overcast clouds
405,Sao Joao Da Barra,BR,-21.6403,-41.0511,84.2,54,40,11.5,scattered clouds
406,Valente,BR,-11.4122,-39.4619,95.99,25,13,10.96,few clouds
407,Trincomalee,LK,8.5711,81.2335,81.0,76,19,10.2,few clouds
408,Ginda,IN,30.6945,78.4932,59.99,21,98,4.18,overcast clouds
409,Katsuura,JP,35.1333,140.3,64.99,97,100,4.0,overcast clouds
410,Ndjole,GA,-0.1783,10.7649,81.37,85,100,1.88,light rain
411,Vestmannaeyjar,IS,63.4427,-20.2734,24.6,48,70,30.87,broken clouds
412,Moorhead,US,46.8739,-96.7676,55.4,34,1,9.22,clear sky
413,Bonavista,CA,48.6499,-53.1147,44.6,93,100,3.44,overcast clouds
414,Kushima,JP,31.4583,131.2333,60.51,89,56,4.5,broken clouds
415,Hoquiam,US,46.9809,-123.8893,46.99,70,1,14.97,clear sky
416,Dingzhou,CN,38.5131,114.9956,44.6,76,7,5.48,clear sky
417,Tahoua,NE,14.8888,5.2692,100.4,4,0,4.61,clear sky
418,Teguise,ES,29.0605,-13.564,71.6,49,20,13.8,few clouds
419,Novoagansk,RU,61.9449,76.6625,33.19,92,99,11.56,overcast clouds
420,San Vicente De Canete,PE,-13.0751,-76.3835,75.78,71,82,8.46,broken clouds
421,Lensk,RU,60.7253,114.9278,6.51,94,100,7.49,light snow
422,Srivardhan,IN,18.0333,73.0167,79.21,77,18,6.53,few clouds
423,Fortuna,US,40.5982,-124.1573,51.01,87,90,3.44,overcast clouds
424,Aksarka,RU,66.5606,67.7975,29.48,98,100,7.09,light snow
425,De Aar,ZA,-30.6497,24.0123,76.59,28,0,6.89,clear sky
426,Sovetskiy,RU,61.3614,63.5842,32.76,96,100,5.23,overcast clouds
427,Rio Pardo,BR,-29.9897,-52.3781,84.97,40,26,5.91,scattered clouds
428,Port Said,EG,31.2565,32.2841,62.6,67,0,11.5,clear sky
429,Mutoko,ZW,-17.397,32.2268,66.83,54,1,8.93,clear sky
430,Dubno,UA,50.4169,25.7343,42.01,57,75,3.0,broken clouds
431,Dauphin,CA,51.1494,-100.0502,42.8,70,1,6.91,clear sky
432,Viedma,AR,-40.8135,-62.9967,86.79,28,3,18.61,clear sky
433,Kigoma,TZ,-4.8769,29.6267,74.77,80,81,3.4,light rain
434,Patur,IN,20.45,76.9333,88.45,11,0,4.99,clear sky
435,Kununurra,AU,-15.7667,128.7333,69.8,88,92,1.52,overcast clouds
436,Waipawa,NZ,-41.4122,175.5153,64.99,82,17,20.71,few clouds
437,Namibe,AO,-15.1961,12.1522,78.94,85,100,13.58,overcast clouds
438,Baruun-Urt,MN,46.6806,113.2792,37.11,25,0,6.89,clear sky
439,Savannah Bight,HN,16.45,-85.85,82.4,69,75,4.61,broken clouds
440,Valparaiso,CL,-33.0393,-71.6273,57.99,100,90,10.36,fog
441,Comodoro Rivadavia,AR,-45.8667,-67.5,80.6,32,0,12.66,clear sky
442,Champerico,GT,14.3,-91.9167,86.0,66,20,8.86,few clouds
443,Novikovo,RU,51.1537,37.8879,42.62,70,99,4.74,light rain
444,Kenai,US,60.5544,-151.2583,39.2,75,20,27.63,few clouds
445,Rafaela,AR,-31.2503,-61.4867,82.99,35,86,1.99,overcast clouds
446,Susanville,US,40.4163,-120.653,57.0,40,1,2.98,clear sky
447,Morondava,MG,-20.2833,44.2833,80.28,74,1,14.32,clear sky
448,Tromso,NO,69.6496,18.957,30.99,80,40,6.91,scattered clouds
449,Erzin,TR,36.9559,36.2,61.0,78,15,1.01,few clouds
450,Kiruna,SE,67.8557,20.2251,30.2,100,75,6.91,light snow
451,Paidha,UG,2.4167,30.9855,67.17,79,96,1.07,light rain
452,Parati,BR,-23.2178,-44.7131,82.4,57,40,5.75,scattered clouds
453,Prado,BR,-17.3411,-39.2208,82.09,65,41,10.67,scattered clouds
454,Surin,TH,14.8818,103.4936,82.0,90,99,3.94,moderate rain
455,Estacion Coahuila,MX,32.1939,-115.0017,78.8,14,1,2.48,clear sky
456,Filingue,NE,14.3521,3.3168,98.31,5,0,4.72,clear sky
457,Toora-Khem,RU,52.4675,96.11,24.6,95,15,0.83,few clouds
458,Verkhnevilyuysk,RU,63.4453,120.3167,-22.58,100,99,2.57,overcast clouds
459,Tautira,PF,-17.7333,-149.15,77.0,88,75,5.75,light rain
460,Luderitz,NA,-26.6481,15.1594,74.57,59,0,22.79,clear sky
461,Meulaboh,ID,4.1363,96.1285,77.43,87,100,2.3,overcast clouds
462,Ghansor,IN,22.65,79.95,82.76,8,0,5.93,clear sky
463,Nikolayevka,RU,53.1257,47.2041,30.02,93,23,5.32,few clouds
464,Kungurtug,RU,50.5994,97.5228,20.3,91,67,2.06,broken clouds
465,Shadegan,IR,30.6497,48.6647,75.2,29,0,9.22,clear sky
466,Veraval,IN,20.9,70.3667,79.21,80,3,7.54,clear sky
467,Dosso,NE,13.049,3.1937,99.84,6,6,5.19,clear sky
468,Ewa Beach,US,21.3156,-158.0072,69.8,73,1,5.75,clear sky
469,Pisco,PE,-13.7,-76.2167,75.2,73,94,6.91,overcast clouds
470,Liepaja,LV,56.5419,21.0367,41.0,75,11,23.02,few clouds
471,Itoman,JP,26.1247,127.6694,66.2,72,75,21.85,broken clouds
472,Omboue,GA,-1.5746,9.2618,80.29,81,70,10.2,broken clouds
473,Moree,AU,-29.4667,149.85,64.4,82,64,9.22,broken clouds
474,Zyryanka,RU,65.75,150.85,-9.44,99,100,5.68,overcast clouds
475,Quijingue,BR,-10.7525,-39.2092,96.31,28,40,8.39,scattered clouds
476,Nchelenge,ZM,-9.3451,28.734,71.82,85,92,6.42,moderate rain
477,Dobryanka,RU,58.4619,56.4165,32.0,100,75,2.24,mist
478,Envira,BR,-7.3,-70.2167,80.62,73,99,3.74,overcast clouds
479,Shimoda,JP,34.6667,138.95,61.0,98,100,9.82,light rain
480,Gizo,SB,-8.103,156.8419,82.15,76,100,2.89,moderate rain
481,Saint-Paul,RE,-21.0096,55.2707,80.6,74,10,11.5,clear sky
482,Iquique,CL,-20.2208,-70.1431,75.2,53,0,16.11,clear sky
483,Derzhavinsk,KZ,51.1,66.3167,33.44,99,100,5.39,overcast clouds
484,Kailua,US,21.4022,-157.7394,69.8,78,90,12.66,light rain
485,Virginia Beach,US,36.8529,-75.978,68.0,24,20,12.66,few clouds
486,Lorut,AM,40.9372,44.7714,40.96,73,64,3.71,broken clouds
487,Oranjestad,AW,12.524,-70.027,78.67,84,76,20.04,broken clouds
488,Codrington,AU,-38.2667,141.9667,57.85,67,87,8.16,overcast clouds
489,Altay,CN,47.8667,88.1167,37.47,38,3,11.52,clear sky
490,Masuguru,TZ,-11.3667,38.4167,73.69,95,80,2.82,broken clouds
491,Morgan City,US,29.6994,-91.2068,69.01,45,1,13.8,haze
492,Rio Gallegos,AR,-51.6226,-69.2181,42.8,75,75,10.36,broken clouds
493,Okmulgee,US,35.6234,-95.9605,69.8,56,40,12.66,scattered clouds
494,Fort Nelson,CA,58.8053,-122.7002,39.2,33,1,14.97,clear sky
495,Krasnyy Kholm,RU,58.0607,37.1203,28.44,91,99,6.87,overcast clouds
496,Rafiganj,IN,24.8167,84.65,81.46,6,0,6.44,clear sky
497,Ponta Delgada,PT,37.7333,-25.6667,59.0,94,40,14.97,scattered clouds
498,Molochnoye,RU,59.2917,39.6787,30.15,92,97,8.79,overcast clouds
499,Hofn,IS,64.2539,-15.2082,18.16,57,65,23.15,broken clouds
500,Luangwa,ZM,-15.6167,30.4167,73.44,66,3,1.43,clear sky
501,Fayaoue,NC,-20.65,166.5333,78.21,68,100,23.33,overcast clouds
502,Cayhagan,PH,9.6697,122.4256,78.89,78,60,8.23,broken clouds
503,Waingapu,ID,-9.6567,120.2641,77.95,83,100,9.42,moderate rain
504,Santa Cruz,BO,-17.8,-63.1667,87.8,65,75,4.61,broken clouds
505,Tazovskiy,RU,67.4667,78.7,29.39,97,100,9.33,light snow
506,Along,IN,28.1667,94.7667,64.27,63,35,3.31,scattered clouds
507,Camapua,BR,-19.5314,-54.0439,95.79,23,89,6.46,overcast clouds
508,Samana,DO,19.2056,-69.3369,80.6,78,75,4.61,broken clouds
509,Irsha,RU,55.9269,94.7911,32.04,99,100,2.01,overcast clouds
510,Badulla,LK,6.9895,81.0557,70.79,76,31,3.33,scattered clouds
511,Kirakira,SB,-10.4544,161.9205,79.39,87,90,5.28,overcast clouds
512,Toktogul,KG,41.8708,72.9402,41.31,92,100,0.72,light rain
513,Zhaozhou,CN,45.6833,125.3167,42.94,29,0,11.21,clear sky
514,Dhing,IN,26.4667,92.4667,77.16,19,59,6.89,broken clouds
515,Camacha,PT,33.0833,-16.3333,64.4,63,40,4.61,scattered clouds
516,Tafresh,IR,34.692,50.013,50.76,25,0,1.36,clear sky
517,Shiyan,CN,32.6475,110.7781,50.61,57,100,3.42,light rain
518,Emure,NG,7.4361,5.4593,93.24,30,62,4.85,broken clouds
519,Tanout,NE,14.9709,8.8879,90.27,6,0,8.43,clear sky
520,Mpika,ZM,-11.8343,31.4529,62.42,98,58,5.32,broken clouds
521,Sao Felix Do Xingu,BR,-6.6447,-51.995,89.65,54,26,4.12,scattered clouds
522,Moindou,NC,-21.6924,165.677,71.6,68,0,3.44,clear sky
523,Ngunguru,NZ,-35.6167,174.5,51.01,95,29,1.99,scattered clouds
524,Bathsheba,BB,13.2167,-59.5167,86.0,51,40,17.27,scattered clouds
525,Arrah,IN,25.5667,84.6667,73.4,31,0,6.4,haze
526,Pemberton,CA,50.3164,-122.8027,33.8,93,20,4.5,few clouds
527,Batagay-Alyta,RU,67.8006,130.4114,-17.21,98,100,3.96,overcast clouds
528,Erenhot,CN,43.6475,111.9767,42.73,22,51,3.85,broken clouds
529,Srednekolymsk,RU,67.45,153.6833,-14.49,100,58,6.13,broken clouds
530,Mirnyy,RU,62.5353,113.9611,-8.0,100,100,3.98,overcast clouds
531,Kurkent,RU,41.712,48.1153,47.79,66,18,3.15,few clouds
532,El Tigre,VE,8.8875,-64.2454,87.15,48,100,11.52,overcast clouds
533,Correia Pinto,BR,-27.5847,-50.3611,75.83,41,22,4.27,few clouds
534,Chateaudun,FR,48.0833,1.3333,57.2,50,0,9.22,clear sky
535,Ahipara,NZ,-35.1667,173.1667,58.24,84,19,4.85,few clouds
536,Rudbar,AF,30.15,62.6,78.13,12,70,17.34,broken clouds
537,Novaya Igirma,RU,57.1334,103.9112,22.57,97,65,3.27,broken clouds
538,Kudahuvadhoo,MV,2.6708,72.8944,83.86,73,35,13.53,scattered clouds
539,Belaya Gora,RU,68.5333,146.4167,-6.3,98,100,6.06,overcast clouds
540,Banepa,NP,27.6298,85.5214,59.0,47,20,3.44,haze
541,Kaniama,CD,-7.5667,24.1833,68.83,92,94,4.36,light rain
542,Tikhvin,RU,59.6451,33.5294,37.0,74,100,7.0,light rain
543,Lamar,US,33.6668,-95.5836,64.0,67,90,9.22,overcast clouds
544,Svetlaya,RU,46.5389,138.3297,32.43,63,1,6.24,clear sky
545,Linhares,BR,-19.3911,-40.0722,84.88,52,81,10.29,broken clouds
546,Sistranda,NO,63.7256,8.834,33.8,93,90,36.82,light snow
547,Khandyga,RU,62.6667,135.6,-28.3,100,31,1.39,scattered clouds
548,Wloclawek,PL,52.6482,19.0678,41.99,61,23,7.76,few clouds
549,Namatanai,PG,-3.6667,152.4333,77.86,85,98,6.58,moderate rain
550,Jibuti,DJ,11.5,42.5,84.2,54,1,5.75,clear sky
551,Qujing,CN,25.4833,103.7833,60.01,57,100,9.4,overcast clouds
552,Hamilton,US,39.1834,-84.5333,68.0,36,1,3.44,clear sky
553,Dalby,AU,-27.1833,151.2667,64.0,94,100,17.78,overcast clouds
554,Ca Mau,VN,9.1769,105.15,80.42,79,74,5.41,broken clouds
555,Jaunjelgava,LV,56.6167,25.0833,44.01,69,78,5.99,broken clouds
556,Mazagao,BR,-0.115,-51.2894,93.2,70,75,13.8,heavy intensity rain
557,Tocopilla,CL,-22.092,-70.1979,72.63,66,82,8.37,broken clouds
558,Khoy,IR,38.5504,44.9535,54.95,39,46,2.19,scattered clouds
559,Gebre Guracha,ET,9.8,38.4,64.09,40,76,8.57,broken clouds
560,Imeni Poliny Osipenko,RU,52.4201,136.4853,25.74,62,2,0.94,clear sky
561,Nabire,ID,-3.3667,135.4833,74.52,94,98,3.6,overcast clouds
562,Sheridan,US,44.8333,-106.9173,66.0,31,1,2.13,clear sky
563,Ust-Karsk,RU,52.7011,118.8077,32.09,94,100,3.09,light snow
564,Hargeysa,SO,9.56,44.065,69.57,76,53,12.77,broken clouds
565,Meybod,IR,32.2501,54.0166,62.6,12,0,2.3,clear sky
566,Ugoofaaru,MV,5.6667,73.0,84.22,67,82,12.88,broken clouds
567,Half Moon Bay,US,37.4636,-122.4286,55.4,66,90,6.91,overcast clouds
568,Gasa,PS,31.5,34.4667,64.99,47,0,1.99,clear sky
569,Aitape,PG,-3.1374,142.3475,78.22,85,100,3.24,overcast clouds
570,Port Moresby,PG,-9.4431,147.1797,78.8,89,75,4.61,broken clouds
571,Chapais,CA,49.7834,-74.8492,39.2,52,90,2.3,overcast clouds
572,Parsons,US,37.3403,-95.2611,69.01,55,1,10.36,clear sky
573,Atbasar,KZ,51.8,68.3333,33.04,99,100,6.91,overcast clouds
574,Uarini,BR,-2.99,-65.1083,82.4,89,40,5.75,scattered clouds
575,Baykit,RU,61.67,96.37,19.47,97,100,3.31,light snow
576,York,US,40.1254,-77.0,64.0,27,1,5.75,clear sky
577,Nueve De Julio,AR,-35.4444,-60.8831,84.99,36,0,5.01,clear sky
578,Konakovo,RU,56.7,36.7667,29.41,92,77,3.69,broken clouds
579,Manado,ID,1.487,124.8455,77.0,94,20,2.3,few clouds
580,Kaspiysk,RU,42.8816,47.6392,48.2,81,2,4.47,clear sky
581,Chiknayakanhalli,IN,13.4172,76.6228,83.53,27,14,2.08,few clouds
582,Kimbe,PG,-5.5502,150.1429,76.77,92,100,3.51,overcast clouds
583,Zhuhai,CN,22.2769,113.5678,75.2,78,40,10.36,scattered clouds
584,Kyakhta,RU,50.3508,106.4494,34.95,64,68,11.9,broken clouds
585,Carutapera,BR,-1.195,-46.02,84.02,72,90,9.13,overcast clouds
586,Chara,RU,56.9064,118.2631,15.13,87,91,2.17,overcast clouds
587,Povarovo,RU,56.0667,37.05,39.2,52,0,8.95,light rain
588,Skibotn,NO,69.3913,20.2679,33.8,64,75,1.14,broken clouds
589,Middle Island,US,40.8843,-72.9373,54.0,24,90,5.99,overcast clouds
590,Vila,PT,42.0304,-8.1588,73.99,37,6,8.99,clear sky
591,Maceio,BR,-9.6658,-35.7353,84.2,74,75,6.91,light rain
592,Severnyy,RU,50.677,36.5532,39.2,93,0,2.24,light rain
593,Shieli,KZ,44.1667,66.75,48.78,71,100,16.24,overcast clouds
594,Olavarria,AR,-36.8927,-60.3225,75.99,59,0,5.01,clear sky
595,Chifeng,CN,42.2683,118.9636,45.41,22,0,6.2,clear sky
596,Anito,PH,12.4497,125.2886,78.49,76,59,7.49,broken clouds
597,Buala,SB,-8.145,159.5921,79.72,84,90,2.04,light rain
598,Zaysan,KZ,47.4667,84.8667,41.83,41,0,4.88,clear sky
599,Hami,CN,42.8,93.45,54.23,20,71,8.43,broken clouds
600,Ha Tinh,VN,18.3333,105.9,73.18,96,96,1.9,overcast clouds
601,Phan Thiet,VN,10.9333,108.1,76.69,87,97,9.04,overcast clouds
602,Nobeoka,JP,32.5833,131.6667,48.99,86,88,5.01,overcast clouds
603,Yulara,AU,-25.2406,130.9889,68.0,37,0,5.75,clear sky
604,Rosario,AR,-32.9468,-60.6393,87.01,50,40,9.22,scattered clouds
605,Roma,US,43.2128,-75.4557,54.0,35,20,4.61,few clouds
606,Poum,NC,-20.2333,164.0167,78.87,79,100,22.41,overcast clouds
607,Carauari,BR,-4.8828,-66.8958,79.45,88,100,2.84,overcast clouds
608,Soyaux,FR,45.65,0.2,60.8,36,0,12.66,clear sky
609,Vryburg,ZA,-26.9566,24.7284,74.59,21,0,8.9,clear sky
610,Haines Junction,CA,60.7522,-137.5108,14.0,79,100,3.44,overcast clouds
611,Narasannapeta,IN,18.4167,84.05,80.47,86,17,2.64,few clouds
612,Praya,CV,14.9215,-23.5087,89.6,25,0,17.27,clear sky
613,Burnie,AU,-41.0667,145.9167,55.38,72,6,9.35,clear sky
614,Lakes Entrance,AU,-37.8811,147.981,60.01,95,58,1.01,broken clouds
615,Malaya Purga,RU,56.5567,53.0043,27.68,93,99,5.73,overcast clouds
616,Tongren,CN,27.7172,109.1853,49.78,92,100,3.33,overcast clouds
617,Strezhevoy,RU,60.7333,77.5889,41.0,56,0,15.66,clear sky
618,Awbari,LY,26.5921,12.7805,86.72,6,70,13.02,broken clouds
619,Pangnirtung,CA,66.1451,-65.7125,10.4,56,90,17.27,snow
620,Jiwani,PK,25.05,61.7417,81.59,72,1,5.06,clear sky
621,Shu,KZ,43.5983,73.7614,48.99,41,100,5.01,overcast clouds
622,Gigmoto,PH,13.7796,124.39,80.02,69,72,8.93,broken clouds
623,Preston,GB,53.7667,-2.7167,46.4,87,40,16.11,scattered clouds
624,Srikakulam,IN,18.3,83.9,81.1,85,22,2.86,few clouds
625,Taltal,CL,-25.4,-70.4833,69.4,68,42,6.82,scattered clouds
626,Byron Bay,AU,-28.65,153.6167,68.0,94,90,5.75,overcast clouds
627,Seoul,KR,37.5683,126.9778,44.6,70,0,2.3,clear sky
628,Tambopata,PE,-12.7333,-69.1833,78.8,83,75,3.44,broken clouds
629,Aracaju,BR,-10.9111,-37.0717,86.0,62,40,10.36,scattered clouds
630,Gladstone,AU,-23.85,151.25,75.2,78,90,14.97,overcast clouds
631,Lekoni,GA,-1.5843,14.2591,84.97,53,57,4.63,broken clouds
632,Flin Flon,CA,54.7682,-101.865,41.0,33,90,6.91,overcast clouds
633,Estelle,US,29.8458,-90.1067,70.0,63,1,9.22,clear sky
634,Honiara,SB,-9.4333,159.95,78.01,87,79,2.86,heavy intensity rain
635,Kadhan,PK,24.481,68.9859,84.56,51,1,16.24,clear sky
636,Nadym,RU,65.5333,72.5167,33.06,96,100,12.37,overcast clouds
637,Uray,RU,60.1247,64.7758,34.48,99,100,4.83,overcast clouds
638,Wenling,CN,28.3669,121.36,52.0,85,0,10.54,clear sky
639,Mountain Home,US,43.133,-115.6912,55.4,33,1,3.44,clear sky
640,Dinghai,CN,26.2847,119.7936,60.8,72,90,13.42,overcast clouds
641,Skelleftea,SE,64.7507,20.9528,45.0,61,40,11.5,scattered clouds
642,Huejuquilla El Alto,MX,22.6,-103.8667,73.38,40,58,2.15,broken clouds
643,Kabwe,ZM,-14.4469,28.4464,65.26,82,24,5.44,few clouds
644,Dalvik,IS,65.9702,-18.5286,14.0,85,90,26.46,snow
645,Waddan,LY,29.1614,16.139,84.67,7,13,12.8,few clouds
646,Ajdabiya,LY,30.7554,20.2263,82.27,11,0,12.15,clear sky
647,Sobolevo,RU,54.4299,31.8996,34.65,74,79,5.84,light snow
648,Sigiriya,LK,7.9518,80.7426,75.38,74,49,2.35,scattered clouds
649,Aksu,CN,41.1231,80.2644,47.98,42,99,7.0,overcast clouds
650,Valencia,ES,39.3333,-0.8333,62.6,63,75,9.22,broken clouds
651,Otradnoye,RU,59.7775,30.8181,42.8,65,20,8.95,few clouds
652,San Clemente,US,33.427,-117.612,63.0,85,36,4.0,scattered clouds
653,Ellisras,ZA,-23.6649,27.7443,67.33,71,25,0.98,scattered clouds
654,Kingaroy,AU,-26.5333,151.8333,64.4,100,90,10.36,overcast clouds
655,Nerchinskiy Zavod,RU,51.3088,119.61,32.25,89,90,11.14,overcast clouds
656,Sosva,RU,59.1766,61.8558,35.06,99,100,4.18,overcast clouds
657,Avera,US,33.194,-82.5271,70.0,26,1,9.22,clear sky
658,Miranda,CO,3.2499,-76.2281,75.2,78,75,5.75,broken clouds
659,Feira De Santana,BR,-12.2667,-38.9667,89.69,44,13,14.29,few clouds
660,Yambio,SS,4.5721,28.3955,83.1,43,82,6.64,broken clouds
661,Cap Malheureux,MU,-19.9842,57.6142,82.0,75,3,5.01,clear sky
662,Talcahuano,CL,-36.7167,-73.1167,55.4,88,90,13.8,overcast clouds
663,Zhengjiatun,CN,43.5064,123.5064,43.66,24,0,9.89,clear sky
664,Roman,RO,46.9167,26.9167,46.4,57,40,10.36,scattered clouds
665,Florence,IT,43.7667,11.25,59.0,25,0,13.8,clear sky
666,Yerbogachen,RU,61.2767,108.0108,-13.23,99,65,4.16,broken clouds
667,Kaka,TM,37.3482,59.6143,56.64,43,38,3.18,scattered clouds
668,Salinas,US,36.6777,-121.6555,55.4,66,1,3.2,clear sky
669,Teguldet,RU,57.3064,88.1667,32.22,96,100,2.21,overcast clouds
670,Brekstad,NO,63.687,9.6654,37.0,93,90,36.82,snow
671,Hobyo,SO,5.3505,48.5268,83.3,66,62,13.65,broken clouds
672,Sabang,ID,5.8933,95.3214,82.65,73,100,11.03,overcast clouds
673,Zhezkazgan,KZ,47.8043,67.7144,36.95,94,100,7.09,moderate rain
674,Tucurui,BR,-3.7661,-49.6725,87.55,63,96,4.74,overcast clouds
675,Lorengau,PG,-2.0226,147.2712,80.4,81,99,6.73,overcast clouds
676,Bousse,BF,12.6606,-1.8922,102.2,7,0,8.05,clear sky
677,Faratsiho,MG,-19.4,46.95,58.03,93,61,0.83,broken clouds
678,Catamarca,AR,-28.4696,-65.7852,84.0,61,15,11.01,few clouds
679,Bairnsdale,AU,-37.8333,147.6167,60.01,95,35,1.01,scattered clouds
680,Ukiah,US,39.1502,-123.2078,52.0,66,90,4.61,overcast clouds
681,Margate,GB,51.3813,1.3862,57.0,58,26,3.0,scattered clouds
682,Kanniyakumari,IN,8.0833,77.5667,81.43,75,16,19.64,few clouds
683,Niquelandia,BR,-14.4739,-48.4597,87.33,50,59,3.78,light rain
684,Marshall,US,34.3834,-86.3333,66.0,29,1,4.61,clear sky
685,Vostok,RU,46.4856,135.8833,21.29,75,1,5.68,clear sky
686,Jawhar,SO,2.7809,45.5005,82.26,69,80,12.41,light rain
687,Taoudenni,ML,22.6783,-3.9836,99.61,9,15,17.94,few clouds
688,Dzidzantun,MX,21.25,-89.05,80.49,48,26,9.33,scattered clouds
689,Lubango,AO,-14.9172,13.4925,66.15,68,100,5.77,overcast clouds
690,Spirovo,RU,57.419,34.9766,31.03,89,100,5.1,overcast clouds
691,Aljezur,PT,37.3191,-8.8033,64.58,65,2,9.53,clear sky
692,Elizabeth City,US,36.2946,-76.2511,64.99,34,1,6.91,clear sky
693,Tres Picos,MX,15.8667,-93.5333,88.68,35,0,2.71,clear sky
